Timestamp,What's your level of interest for the following areas of Data Science? [Data Visualization],What's your level of interest for the following areas of Data Science? [Machine Learning],What's your level of interest for the following areas of Data Science? [Data Analysis / Statistics],What's your level of interest for the following areas of Data Science? [Big Data (Spark / Hadoop)],What's your level of interest for the following areas of Data Science? [Data Journalism],What's your level of interest for the following areas of Data Science? [Deep Learning]
2017/10/20 6:13:27 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 6:23:09 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 6:35:47 AM MDT,Somewhat interested,Somewhat interested,Not interested,Not interested,Not interested,Somewhat interested
2017/10/20 6:41:10 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 6:41:39 AM MDT,Very interested,Very interested,Very interested,Somewhat interested,Very interested,Very interested
2017/10/20 6:56:13 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 7:01:00 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 7:14:56 AM MDT,Very interested,Very interested,Somewhat interested,Not interested,Not interested,Very interested
2017/10/20 7:16:05 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 7:19:48 AM MDT,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 7:23:30 AM MDT,Very interested,Not interested,Somewhat interested,Somewhat interested,Not interested,Somewhat interested
2017/10/20 7:29:18 AM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 7:38:47 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 7:49:31 AM MDT,Very interested,Very interested,Somewhat interested,Very interested,Somewhat interested,Very interested
2017/10/20 7:57:02 AM MDT,,Very interested,,Very interested,,Very interested
2017/10/20 7:59:38 AM MDT,Somewhat interested,Very interested,Very interested,Not interested,Not interested,Very interested
2017/10/20 8:08:54 AM MDT,Somewhat interested,Not interested,Very interested,Very interested,Not interested,Not interested
2017/10/20 8:14:20 AM MDT,Somewhat interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 8:32:34 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 8:34:56 AM MDT,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Very interested,Very interested
2017/10/20 8:36:17 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 8:57:42 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 9:09:40 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 9:11:32 AM MDT,Very interested,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 9:16:59 AM MDT,Very interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 9:18:18 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 9:26:58 AM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 9:28:08 AM MDT,Very interested,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 9:39:04 AM MDT,Not interested,Not interested,Not interested,Somewhat interested,Not interested,Not interested
2017/10/20 10:18:55 AM MDT,Very interested,Somewhat interested,Very interested,Not interested,Somewhat interested,Somewhat interested
2017/10/20 10:31:11 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 10:33:46 AM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 10:33:49 AM MDT,Very interested,Very interested,Very interested,Very interested,Not interested,Very interested
2017/10/20 10:52:16 AM MDT,Not interested,Not interested,Very interested,Somewhat interested,Very interested,Not interested
2017/10/20 10:54:53 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 10:55:50 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 10:59:51 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 11:00:59 AM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 11:12:47 AM MDT,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 11:15:24 AM MDT,Somewhat interested,Very interested,Very interested,Very interested,Not interested,Somewhat interested
2017/10/20 11:24:22 AM MDT,Very interested,Very interested,Very interested,Very interested,Not interested,Very interested
2017/10/20 11:24:56 AM MDT,Very interested,Not interested,Very interested,Not interested,Very interested,Not interested
2017/10/20 11:49:16 AM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 12:31:40 PM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 12:36:06 PM MDT,Very interested,Very interested,Somewhat interested,Very interested,Not interested,Very interested
2017/10/20 12:41:39 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Not interested,Very interested
2017/10/20 12:57:31 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 12:58:06 PM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 1:04:13 PM MDT,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 1:06:54 PM MDT,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 1:16:36 PM MDT,Somewhat interested,,Very interested,Somewhat interested,Not interested,Very interested
2017/10/20 1:16:45 PM MDT,Somewhat interested,Very interested,Somewhat interested,Very interested,Somewhat interested,Very interested
2017/10/20 1:21:36 PM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 1:24:35 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 1:27:59 PM MDT,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested
2017/10/20 1:39:25 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Not interested,Somewhat interested
2017/10/20 1:41:55 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 1:52:59 PM MDT,Somewhat interested,Somewhat interested,Very interested,Very interested,Not interested,Somewhat interested
2017/10/20 2:03:24 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 2:06:04 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested
2017/10/20 2:09:22 PM MDT,Somewhat interested,Very interested,Very interested,Very interested,Not interested,Somewhat interested
2017/10/20 2:10:49 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 2:21:01 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 2:28:00 PM MDT,Somewhat interested,Very interested,Not interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 2:28:22 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 2:28:55 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Not interested,Somewhat interested
2017/10/20 2:33:06 PM MDT,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 2:47:41 PM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 2:53:52 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 3:19:49 PM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 3:33:40 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 3:34:02 PM MDT,Very interested,Somewhat interested,Very interested,Very interested,Not interested,Somewhat interested
2017/10/20 3:35:49 PM MDT,Very interested,Very interested,Very interested,Very interested,Not interested,Very interested
2017/10/20 3:38:00 PM MDT,Somewhat interested,Very interested,Somewhat interested,Not interested,Not interested,Very interested
2017/10/20 3:45:22 PM MDT,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 3:49:01 PM MDT,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Very interested
2017/10/20 4:06:52 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 4:29:35 PM MDT,Somewhat interested,Very interested,Not interested,Not interested,Not interested,Very interested
2017/10/20 4:30:32 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 4:33:58 PM MDT,Somewhat interested,Not interested,Very interested,Somewhat interested,Not interested,Not interested
2017/10/20 4:36:41 PM MDT,Very interested,Very interested,Very interested,Very interested,Not interested,Very interested
2017/10/20 4:39:59 PM MDT,Somewhat interested,Very interested,Somewhat interested,Not interested,Not interested,Very interested
2017/10/20 4:40:06 PM MDT,Very interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
2017/10/20 4:45:11 PM MDT,Very interested,Very interested,Very interested,Very interested,Not interested,Very interested
2017/10/20 4:51:52 PM MDT,Somewhat interested,Very interested,Somewhat interested,Very interested,Somewhat interested,Very interested
2017/10/20 5:01:38 PM MDT,Very interested,Somewhat interested,Very interested,Not interested,Not interested,Not interested
2017/10/20 5:15:52 PM MDT,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested
2017/10/20 5:22:32 PM MDT,Not interested,Very interested,Very interested,Somewhat interested,Not interested,Not interested
2017/10/20 5:57:20 PM MDT,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Not interested,Very interested
2017/10/20 6:13:50 PM MDT,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 6:18:15 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Very interested,Very interested
2017/10/20 6:56:10 PM MDT,Very interested,Somewhat interested,Very interested,Somewhat interested,Not interested,Somewhat interested
2017/10/20 7:15:46 PM MDT,Not interested,Very interested,Somewhat interested,Very interested,Not interested,Very interested
2017/10/20 7:37:20 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 7:46:47 PM MDT,Somewhat interested,Somewhat interested,Very interested,Very interested,,
2017/10/20 7:59:10 PM MDT,Very interested,Somewhat interested,Very interested,Not interested,Somewhat interested,Very interested
2017/10/20 8:00:36 PM MDT,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Not interested,Somewhat interested
2017/10/20 8:14:09 PM MDT,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested
2017/10/20 8:36:11 PM MDT,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested
